genes,expVal
100287042,0.479126545454545
100287049,0.282604666666667
100287160,0.119595844444444
100287166,0.0987545333333333
100287171,1.10829418181818
100287175,0.207610888888889
100287225,0.451206454545455
100287226,0.0129416
100287227,0.071587825
100287284,0.09469955
100287290,0.910476363636364
100287301,0.352542818181818
100287329,0.285931990909091
100287362,0.115379
100287413,0.151272127272727
100287477,0.0387183777777778
100287497,0.932803454545455
100287541,0.0378072909090909
100287569,0.4124994
100287576,0.441947818181818
100287592,1.61717181818182
100287632,0.0882634
100287728,0.513762625
100287792,0.318552254545455
100287837,0.0448222333333333
100287846,0.825565390909091
100287852,0.509918333333333
100287896,3.3849
100287902,0.0677849
100287932,56.3028454545455
100287934,1.31947509090909
100287944,0.3389584
100288069,6.70615636363636
100288123,0.242378272727273
100288152,4.09802636363636
100288162,0.103794166666667
100288181,0.0279883072727273
100288208,0.0247146
100288310,2.65724454545455
100288336,0.0249856
100288392,0.192933272727273
100288413,0.0577068545454546
100288485,0.05421095
100288486,0.0314902
100288619,0.263622790909091
100288637,2.2163
100288711,0.0617739333333333
100288728,0.20325725
100288730,0.724657363636364
100288748,0.225081454545455
100288778,8.04694545454545
100288798,0.827381
100288801,0.06672481
100288831,0.09448436
100288842,2.32385090909091
100288846,0.431465454545455
100288866,0.146436014285714
100288911,6.00894181818182
100288960,0.0492052
100289017,0.074889
100289124,0.600054666666667
100289230,0.598941454545454
100289274,2.42871181818182
100289361,1.19875272727273
100289373,1.29499363636364
100289410,1.42675636363636
100289455,0.359919090909091
100289473,0.254643285714286
100289495,0.737705545454545
100289511,0.194842163636364
100289561,18.7686272727273
100289574,1.55584954545455
100289580,0.0962371875
100289635,10.4314327272727
100289673,0.0429153
100289678,3.57267818181818
100291105,0.0697702375
100293704,6.25029818181818
100294145,12.0181818181818
100294362,1.27791972727273
100294720,0.0547219333333333
1003,0.197006836363636
100302118,41.6723
100302128,6.68118
100302132,19.0622290909091
100302133,7.56344454545454
100302138,58.329
100302149,91.802
100302158,45.2168
100302168,19.4395
100302174,340.864454545455
100302182,174.8096
100302183,20.8692
100302185,102.4881
100302186,4.29961
100302197,11.6321363636364
100302204,4.331624
100302210,2.13329181818182
100302212,19.6378
100302213,39.2321545454545
100302223,10.8508083333333
100302224,5.16429454545454
100302232,56.5029333333333
100302240,97.2512818181818
100302254,169.605245454545
100302274,4.48932181818182
100302282,113.287
100302285,596.812090909091
100302652,18.595
100302691,0.02248638
100302692,10.1162863636364
100302736,40.4882090909091
100302739,31.6649363636364
100302740,0.136817690909091
100302743,6.16706333333333
100302746,0.327405181818182
100303453,23.2323
100303749,0.19216855
100303755,14.5586363636364
100313769,7.60075
100313837,3.79601727272727
100313843,2.81915636363636
100313887,18.0916
100313892,62.8505
100316904,0.553969818181818
100329167,0.00959512
100335030,0.235848727272727
10036,6.92533272727273
100379132,5.10461
100379174,0.168546
100379220,0.294801
100379224,14.7215781818182
100379249,0.0778028
100379251,14.7304454545455
100379295,22.0972
100379345,3.92404
100379571,11.9505636363636
100379661,0.396524181818182
10038,23.8238545454545
100381270,52.4015636363636
10039,1.54152363636364
1004,37.8864090909091
10040,23.3495181818182
10042,10.4947445454545
100422737,0.039821
100422832,82.87855
100422841,55.188
100422860,151.061433333333
100422875,48.0021
100422894,0.0653542636363636
100422899,46.7425
100422910,17.6209545454545
100422944,2.17135327272727
100422955,71.5949166666667
100422961,3.37862545454546
100422965,52.3641
100422970,33.8807
100422979,7.39259909090909
100422991,44.9070166666667
100422997,45.19565
100423004,2.56209363636364
100423031,27.7406727272727
100423037,26.8312
10043,5.45909363636364
10044,4.04672090909091
10045,0.03947309
10046,2.69153636363636
100462977,82.3415636363636
100462981,851.369090909091
100462983,0.09403948
100463285,0.23185397
100463289,0.296278727272727
100463482,1.239931
100463486,314.171545454545
100463487,487.133909090909
100463488,24.4211090909091
10048,42.0814272727273
10049,87.7776181818182
100499194,0.0230628
100499484,2.06867636363636
100499489,1.50996090909091
1005,3.64258545454545
10050,0.0148117
100500773,0.0509541
100500802,6.12260818181818
100500805,41.4301
100500807,1.4359
100500808,976.723727272727
100500810,39.7631
100500820,66.9441636363636
100500827,23.7421745454545
100500832,7.20589636363636
100500837,11.0526781818182
100500840,60.5179454545454
100500842,554.640909090909
100500847,33.9979909090909
100500849,22.6666663636364
100500851,24.2003
100500853,62.2085454545455
100500854,26.4895
100500857,13.6935
100500860,11.6321363636364
100500861,18.6259
100500865,55.0242727272727
100500872,19.6489063636364
100500873,33.2313875
100500875,16.3383
100500880,27.2615
100500888,47.6788636363636
100500905,50.9617181818182
100500907,0.032780425
100500913,5.48452727272727
100500914,134.385090909091
100505381,0.0928816636363636
100505385,98.1987545454545
100505478,0.12757105
100505494,44.6973090909091
100505498,0.331950333333333
100505501,8.93388363636364
100505502,0.138731155555556
100505504,1.05130490909091
100505530,0.205739833333333
100505534,0.0799067454545454
100505538,1.68851454545455
100505549,0.993580090909091
100505555,0.585332909090909
100505564,0.735982727272727
100505567,0.10769485
100505585,0.2021276
100505588,0.0470875666666667
100505591,0.07939
100505620,0.685946545454545
100505635,0.632358090909091
100505650,0.88066
100505658,0.0286711571428571
100505666,0.834023818181818
100505685,0.244840636363636
100505705,0.123291436363636
100505711,0.375598363636364
100505715,3.93314636363636
100505716,0.0768998727272727
100505727,0.360969090909091
100505736,0.02922216
100505741,0.09178636
100505771,3.80314
100505774,0.1665645
100505785,0.04260705
100505795,0.03902974
100505797,3.140971
100505817,0.708684727272727
100505841,0.226318
100505851,0.0691882
100505870,0.175280218181818
100505879,0.372107818181818
100505881,9.41127818181818
100505893,0.2800917
100505909,0.258039390909091
100505911,3.50673727272727
100505912,0.401673
100505920,0.240411655555555
100505921,0.282506125
100505923,0.0316734333333333
100505932,1.03165609090909
100505938,0.211915163636364
100505942,0.705311636363636
100505951,38.3076090909091
100505975,0.4871851
100505978,3.05810363636364
100505985,2.2021761
100505991,5.76531818181818
100505996,21.5085181818182
100506003,1.84457036363636
100506016,0.0687505
100506020,0.196644963636364
100506022,1.81667636363636
100506023,0.293365090909091
100506036,0.895378636363636
100506047,0.15062088
100506071,6.23211363636364
100506076,3.19138636363636
100506082,0.287973875
100506083,5.32575
100506084,3.22388090909091
100506085,0.111338518181818
100506098,1.06748445454545
100506103,0.0634052
100506113,0.13427507
100506114,1.02687990909091
100506123,9.09071181818182
100506124,11.3852181818182
100506125,1.76963154545455
100506127,5.38579909090909
100506136,0.442402909090909
100506144,3.14326272727273
100506175,0.1505775
100506178,0.794860545454545
100506188,0.0411404
100506191,0.604666181818182
100506207,0.814568545454545
100506211,1.16223618181818
100506217,0.0257822
100506235,1.43548536363636
100506236,0.332023
100506237,0.13291941
100506243,0.09399035
100506248,0.362424333333333
100506255,0.0995460181818182
100506257,0.672154636363636
100506258,0.133886372727273
100506271,0.0410949125
100506272,0.320836
100506274,0.300421818181818
100506276,5.32255090909091
100506282,1.55985181818182
100506286,0.232825272727273
100506289,0.0758358272727273
100506290,0.778123545454546
100506302,4.96097727272727
100506311,11.8403936363636
100506314,0.11938911
100506317,0.2033459375
100506319,0.2587675
100506321,1.36661045454545
100506331,0.103102622222222
100506354,0.795623545454546
100506356,10.0238172727273
100506358,0.123521733333333
100506368,0.406898827272727
100506371,0.231096
100506374,0.222668722222222
100506384,0.0979976
100506393,0.183137
100506411,4.91253909090909
100506422,0.0949935454545455
100506431,0.270854644444444
100506436,0.279818363636364
100506443,0.0741793
100506446,0.0569516
100506458,0.449225272727273
100506459,0.0754658636363636
100506472,1.91800090909091
100506473,2.8702
100506474,0.07395111
100506475,0.0315814
100506476,0.572527545454545
100506486,1.22278590909091
100506492,0.1382608
100506497,0.0428477181818182
100506498,0.0469503333333333
100506504,7.37840545454546
100506526,0.084726675
100506532,0.185655
100506544,2.01181636363636
100506548,311.948
100506551,0.448306727272727
100506555,1.00808535454545
100506557,0.0726949714285714
100506562,0.258420285714286
100506563,0.0864256
100506571,0.03677835
100506578,0.171752825
100506581,0.758160909090909
100506585,0.011977
100506600,0.479602727272727
100506606,0.728835363636363
100506627,3.36057363636364
100506633,0.301963333333333
100506634,3.91947272727273
100506637,0.817953272727273
100506639,3.78274454545455
100506658,2.50403454545455
100506664,0.26847075
100506667,3.83772909090909
100506671,0.125288
100506673,0.245074
100506679,1.01951236363636
100506680,0.1058829625
100506682,0.0593829
100506688,0.568522272727273
100506691,0.2979283
100506697,0.422670727272727
100506700,0.377313414285714
100506708,0.294978
100506718,0.220747436363636
100506725,0.497781
100506730,5.62361
100506731,0.278412636363636
100506742,0.0334775
100506746,0.488898636363636
100506749,0.4430021
100506755,13.3014181818182
100506759,0.967387909090909
100506766,0.334067363636364
100506790,0.224412
100506797,0.577564888888889
100506801,0.0615754727272727
100506804,0.166378136363636
100506813,0.768723181818182
100506815,0.0246794625
100506826,2.70648272727273
100506840,0.058971
100506844,26.0455545454545
100506851,1.22535618181818
100506860,0.484419545454545
100506869,0.3770483375
100506885,1.39533245454545
100506895,0.253102272727273
100506906,5.34638545454545
100506922,2.05738545454545
100506928,0.53088
100506929,0.0849411
100506974,0.927642454545455
100506985,8.57514
100506990,4.62593545454545
100506999,0.0438618333333333
100507002,2.22920909090909
100507006,3.57154363636364
100507040,0.219075
100507053,1.48957363636364
100507057,1.895488
100507065,0.067369875
100507071,4.39219090909091
100507073,0.765477090909091
100507079,0.418995636363636
100507091,0.0434951
100507098,0.104416463636364
100507099,0.2508973
100507103,0.157641333333333
100507113,0.587234818181818
100507131,1.15888918181818
100507137,0.186278936363636
100507144,0.0689668142857143
100507156,0.251064636363636
100507171,9.69065909090909
100507175,0.0415851
100507194,4.12902818181818
100507195,0.133947277777778
100507209,0.0477955571428571
100507250,0.260202181818182
100507258,0.536111818181818
100507283,1.095555
100507290,1.15007418181818
100507291,3.63592818181818
100507311,0.3558474
100507330,0.1057687
100507346,5.46000545454545
100507351,0.256457090909091
100507373,1.73559836363636
100507377,0.613310636363636
100507388,0.119567
100507399,0.725938545454546
100507403,0.0235425625
100507424,1.32271954545455
100507431,0.21278
100507436,6.74883
100507437,1.43798181818182
100507445,0.362218666666667
100507460,3.28887272727273
100507468,0.174602
100507472,0.06152275
100507477,0.098460425
100507487,0.544424272727273
100507488,0.389594
100507506,0.100258290909091
100507507,5.45421272727273
100507516,0.806677727272727
100507521,0.0811992
100507524,3.85660909090909
100507534,0.142945077777778
100507537,0.125327825
100507546,0.576121181818182
100507547,1.09175445454545
100507554,4.25771363636364
100507557,0.792593181818182
100507560,0.0873153
100507564,0.493369818181818
100507599,5.70375909090909
100507600,0.0271014
100507612,0.0154082
100507616,0.152544945454545
100507630,0.1084647
100507634,0.476502727272727
100507639,0.0448471
100507642,0.108366327272727
100507654,0.112115945454545
100507657,0.221972509090909
100507660,0.0680576
100507661,3.90804909090909
100507662,0.080643125
100507663,0.240733
100507664,0.10120851
100507670,0.635573
100507674,0.108244490909091
100507679,0.01874147
100508226,0.259302
100508227,0.290478666666667
100509780,0.297804
10051,33.0479454545455
10052,16.2067454545455
100526664,3.58349363636364
100526693,81.3036727272727
100526737,96.9704454545455
100526739,9.1473
100526740,288.009727272727
100526760,12.9769090909091
100526761,2.48937090909091
100526772,10.8970081818182
100526783,39.4207818181818
100526794,9.26837090909091
100526820,2.30724454545455
100526825,3.97099181818182
100526830,0.04943934
100526832,32.8332181818182
100526833,21.0129
100526835,6.81308
100527949,0.0514638545454545
100527950,6.66955818181818
100527963,31.0515727272727
100527978,15.5929909090909
100528016,128.650181818182
100528017,0.195853909090909
100528018,45.3386545454545
100528019,0.2914998
100528021,7.27756909090909
100528022,82.2443727272727
100528030,7.37262545454546
100528031,108.829181818182
100528032,0.1423347
100528062,33.9752454545455
100528064,320.323727272727
100529063,97.7337090909091
100529067,85.0631727272727
100529097,472.315181818182
100529144,9.42813272727273
100529207,14.7817363636364
100529215,15.1873909090909
100529239,626.457363636364
100529240,5.18466090909091
100529251,21.4922818181818
100529257,43.1328909090909
100529261,39.2880181818182
100529262,25.8259727272727
100529264,25.8259727272727
100529855,17.4468454545455
10053,2.19628954545455
100532724,16.5006636363636
100532726,34.6707363636364
100532731,55.7673181818182
100532735,60.1073181818182
100532737,280.001909090909
100532742,18.1148090909091
100532746,23.6432181818182
100533105,5.72566636363636
100533107,2.17740363636364
100533111,7.14266181818182
100533179,21.9235909090909
100533181,190.933
100533183,112.013090909091
100533184,265.281090909091
100533195,0.960413272727273
100533464,6.90926818181818
100533467,27.2422
100533483,17.9084545454545
100533955,470.073
100533970,18.9825090909091
100533975,802.299090909091
100533990,0.1143047
100534012,10.9350354545455
100534589,0.541226157142857
100534592,40.4339727272727
100534593,22.1680090909091
100534595,173.568363636364
100534599,8.14274818181818
100534611,47.4209727272727
100534612,17.4964363636364
10054,83.6013454545455
10055,64.2247090909091
100551499,15.4651566666667
10056,25.7752454545455
10057,18.0393818181818
10058,9.98329545454545
10059,37.6180818181818
1006,12.2845854545455
10060,2.97597181818182
10061,23.9658636363636
100616112,9.89951363636363
100616113,45.3142272727273
100616115,12.8934272727273
100616116,6.38542090909091
100616117,53.8132
100616120,5.88996090909091
100616124,30.9732545454545
100616127,107.146
100616132,23.8686727272727
100616139,9.72888545454546
100616142,5.62382081818182
100616143,0.180562045454545
100616150,2.29334909090909
100616156,17.29595
100616178,7.61096181818182
100616209,90103.0636363636
100616210,11.7604454545455
100616211,97.7277454545455
100616214,7.83776363636364
100616227,36.2793
100616234,155.909
100616237,30.98325
100616238,4.09320727272727
100616248,14.7700463636364
100616250,17.6209545454545
100616256,50.1079272727273
100616258,37.9527
100616259,66.319
100616262,21.2079090909091
100616269,3.40184
100616297,9.15042272727273
100616306,52.76715
100616313,90.3737090909091
100616314,7.27525727272727
100616329,35.9649
100616340,4.76537545454545
100616346,8.21705727272727
100616358,239.681190909091
100616359,5.64114445454545
100616361,11.6160545454545
100616366,9.31955727272727
100616371,57.7684
100616378,144.941044444444
100616387,2510.20363636364
100616388,18.6246727272727
100616396,4.75171181818182
100616397,18.6944333333333
100616398,109.699
100616400,69.6315181818182
100616403,29.991
100616408,2510.20363636364
100616414,5.08103909090909
100616417,37.9683
100616424,10.7913281818182
100616427,66.9144
100616438,0.276914090909091
100616439,4.94349545454546
100616453,8.13445090909091
100616459,103.564436363636
100616468,33.24705
100616479,46.4862333333333
100616481,46.7425
100616482,6.89589545454545
100616483,8.92772727272727
100616487,43.7827363636364
100616493,32.989
10062,2.29501636363636
100628315,0.0323169281818182
10063,37.9625363636364
100630923,18.7686272727273
100631378,0.259272554545455
100652748,0.244570909090909
100652758,0.539988181818182
100652768,4.46179727272727
100652775,0.190015
100652807,0.06475425
100652840,0.0607784545454545
100652894,0.851897818181818
100652897,0.847182636363636
100652901,6.91262272727273
100652911,0.03573245
100652925,0.569379
100652929,0.326598545454545
100652930,1.16350509090909
100652933,0.178185263636364
100652967,0.1900458125
100652999,10.2884981818182
100653022,0.750776
10066,15.7515545454545
10067,26.8279727272727
10068,4.02987818181818
10069,7.9125
1007,0.517826
10071,0.0206088509090909
10072,14.8185363636364
10073,10.0141536363636
10075,39.6436363636364
10076,0.887104181818182
10077,0.04323046
10078,3.13134454545455
10079,71.0393545454545
1008,13.6884263636364
10081,10.5191690909091
10082,23.3611090909091
10083,0.0224626666666667
10084,34.7436363636364
10085,32.5533818181818
10086,0.0131136
10087,10.5212009090909
10089,0.06264204
1009,43.6701363636364
10090,2.27967727272727
10092,86.8078272727273
10093,81.3036727272727
10094,192.840818181818
10095,2.42352545454545
10096,99.4459545454545
10097,121.145090909091
10098,23.0338818181818
10099,136.786090909091
100996331,0.03751165
101,0.284654272727273
1010,1.82333727272727
10100,27.0561636363636
10101,4.61202
10102,13.9868272727273
10103,0.0590749
10105,13.4809727272727
10106,43.9936090909091
101060200,3.41954545454545
10109,159.373
10110,0.619660272727273
10111,12.1485363636364
10112,12.7084081818182
10113,23.8314
10114,11.1034881818182
10116,25.4653454545455
10117,0.0101137
1012,3.65453090909091
10120,19.3020272727273
10121,86.7198
10123,18.5916727272727
10124,17.2757118181818
10125,0.340892090909091
10126,10.6752745454545
10127,9.43544727272727
10128,36.2645363636364
10129,6.36334454545455
1013,0.025324575
10130,208.189090909091
10131,20.9839454545455
10133,23.0729545454545
10134,77.841
101340251,19.23726
101340252,26.11285
10135,10.2779018181818
10137,81.6223545454545
10138,8.14142636363636
10139,3.22018090909091
10140,32.5473727272727
10142,13.8679818181818
10143,0.0265358
10144,3.70950636363636
10146,58.6768454545455
10147,46.0938545454545
10148,0.0520421
1015,0.0360489555555556
10150,11.1015390909091
10151,0.101275563636364
10152,68.2246727272727
10153,17.2256545454545
10154,5.57772363636364
10155,59.5995272727273
10156,4.59552363636364
10157,17.7987818181818
10158,0.0659884
10159,87.2800454545455
1016,3.25406090909091
10160,27.0447545454546
10161,3.30963636363636
10162,16.4291
10163,25.3299909090909
10164,0.0326162333333333
10165,17.8429363636364
10166,23.69215
10168,16.5875363636364
10169,85.0631727272727
1017,24.0106272727273
10170,0.0297842
10171,4.08400818181818
10172,4.26703181818182
10174,12.8640163636364
10179,46.6423727272727
1018,9.13827363636364
10180,53.7178636363636
10181,61.1265454545455
10184,2.87434
10186,79.1731545454545
10188,2.56216909090909
1019,82.3581636363636
10190,22.4477727272727
101926903,0.294978
101929335,0.232063109090909
101929946,5.32772363636364
10193,16.7506636363636
10194,2.17336545454545
10195,14.6706363636364
10196,8.69072272727273
10197,48.8795
10198,18.6829854545455
10199,15.9427636363636
102,36.3767727272727
1020,19.4570090909091
10200,30.0359545454545
10201,14.6973363636364
10202,0.175091163636364
10203,1.95716909090909
10204,139.576545454545
10205,0.0426517
10206,19.8345727272727
10208,12.9633181818182
10209,392.204909090909
1021,5.23741272727273
10210,10.4129354545455
10211,63.7175545454546
10212,20.2026
10213,57.2191
10215,0.203911963636364
10216,5.96589454545455
10217,4.28603727272727
10218,0.02902508
10219,1.26324518181818
1022,16.7365454545455
10220,23.0704090909091
10221,5.61803454545455
10223,0.0663969090909091
10224,2.87478727272727
10225,0.142872745454545
10226,15.0873272727273
10227,9.81847636363636
10228,14.6807363636364
10229,12.2719090909091
10230,4.79296545454546
10231,14.7392090909091
10232,0.0235678
10233,6.23200363636364
10234,4.19657909090909
10235,0.427933363636364
10236,147.278454545455
10237,52.2055636363636
10238,69.3641
10239,39.4207818181818
1024,23.1088636363636
10240,19.2207181818182
10241,22.1198
10242,1.87932809090909
10243,21.2675545454545
10244,13.0667818181818
10245,20.4530181818182
10246,0.02158175
10248,11.4389645454545
10249,0.082958175
1025,17.6209545454545
10250,34.1998454545455
10252,1.86960454545455
10253,13.4500072727273
10254,10.1443309090909
10255,0.0996217
10256,0.589399909090909
10257,1.95338545454545
1026,19.9437909090909
10260,6.33927272727273
10261,0.2601661
10262,31.0160272727273
10263,10.5313590909091
10265,4.07383181818182
10266,6.21346909090909
10267,1.57048454545455
10268,0.0761152666666667
10269,25.4885363636364
1027,40.0103545454546
10270,71.9479363636364
10272,3.18966545454545
102724307,0.563692111111111
102724473,0.2004315
10273,4.75370272727273
10274,16.3122727272727
10276,9.34896090909091
10277,22.4989909090909
10278,52.8555636363636
10279,0.477865909090909
1028,16.91475
10280,35.0882636363636
10282,21.9124909090909
10283,23.1622
10284,51.1096818181818
10285,28.5542636363636
10286,49.4081818181818
10287,1.04216681818182
10288,0.01752865
10289,113.871363636364
1029,0.907724090909091
10290,5.09567545454545
10291,30.5942909090909
10293,4.48122272727273
10294,32.8959636363636
10295,11.7430190909091
10296,15.7287818181818
10297,5.11340181818182
10298,5.63099090909091
103,66.7614090909091
1030,0.734734181818182
